x1,x2,x3,target_1,target_2,target_3,dist,0-th amplification,1-th amplification,2-th amplification,3-th amplification
0.2,0.6,0.2,0.5,0.5,0.5,0.2516611478423583,0.11333333333333334,0.12333333333333332,0.14,0.15333333333333332
0.6,0.2,0.2,0.5,0.5,0.5,0.2516611478423583,0.12333333333333334,0.10000000000000002,0.12333333333333332,0.13666666666666663
0.2,0.2,0.8,0.5,0.5,0.5,0.30000000000000004,0.21999999999999997,0.20666666666666664,0.2333333333333333,0.19666666666666666
0.2,0.8,0.2,0.5,0.5,0.5,0.30000000000000004,0.2533333333333333,0.21666666666666665,0.21666666666666667,0.16666666666666663
0.8,0.2,0.2,0.5,0.5,0.5,0.30000000000000004,0.1833333333333333,0.16333333333333333,0.20999999999999996,0.15666666666666665
0.2,0.2,1.0,0.5,0.5,0.5,0.3785938897200183,0.25666666666666665,0.3033333333333333,0.35333333333333344,0.26666666666666666
0.2,1.0,0.2,0.5,0.5,0.5,0.3785938897200183,0.26666666666666666,0.2966666666666667,0.24999999999999997,0.31666666666666665
1.0,0.2,0.2,0.5,0.5,0.5,0.3785938897200183,0.2933333333333333,0.3433333333333334,0.3033333333333333,0.29
0.2,0.4,0.4,0.5,0.5,0.5,0.19148542155126763,0.08666666666666666,0.06999999999999998,0.06333333333333332,0.07333333333333333
0.4,0.2,0.4,0.5,0.5,0.5,0.19148542155126763,0.11333333333333334,0.06,0.1,0.07333333333333333
0.4,0.4,0.2,0.5,0.5,0.5,0.19148542155126763,0.07999999999999999,0.1,0.1,0.11333333333333333
0.2,0.4,0.6,0.5,0.5,0.5,0.19148542155126763,0.056666666666666664,0.07333333333333332,0.09999999999999998,0.056666666666666664
0.2,0.6,0.4,0.5,0.5,0.5,0.19148542155126763,0.07666666666666666,0.07999999999999999,0.08333333333333331,0.1
0.4,0.2,0.6,0.5,0.5,0.5,0.19148542155126763,0.07333333333333333,0.07666666666666665,0.09,0.08666666666666666
0.4,0.6,0.2,0.5,0.5,0.5,0.19148542155126763,0.11333333333333334,0.07666666666666666,0.10666666666666666,0.07
0.6,0.2,0.4,0.5,0.5,0.5,0.19148542155126763,0.07,0.09,0.09333333333333334,0.06999999999999999
0.6,0.4,0.2,0.5,0.5,0.5,0.19148542155126763,0.08333333333333331,0.06666666666666667,0.09333333333333334,0.09333333333333334
0.2,0.4,0.8,0.5,0.5,0.5,0.2516611478423583,0.15,0.11333333333333334,0.12666666666666665,0.12333333333333334
0.2,0.8,0.4,0.5,0.5,0.5,0.2516611478423583,0.1433333333333333,0.13333333333333333,0.11666666666666665,0.16666666666666663
0.4,0.2,0.8,0.5,0.5,0.5,0.2516611478423583,0.13333333333333333,0.15666666666666668,0.16999999999999996,0.16333333333333333
0.4,0.8,0.2,0.5,0.5,0.5,0.2516611478423583,0.15,0.15666666666666665,0.15,0.15
0.8,0.2,0.4,0.5,0.5,0.5,0.2516611478423583,0.15,0.14,0.11333333333333334,0.14
0.8,0.4,0.2,0.5,0.5,0.5,0.2516611478423583,0.16666666666666663,0.2,0.16000000000000003,0.12999999999999998
0.2,0.4,1.0,0.5,0.5,0.5,0.34156502553198664,0.30333333333333334,0.24666666666666662,0.23666666666666664,0.2533333333333333
0.2,1.0,0.4,0.5,0.5,0.5,0.34156502553198664,0.2266666666666666,0.23999999999999996,0.22333333333333333,0.25
0.4,0.2,1.0,0.5,0.5,0.5,0.34156502553198664,0.24666666666666667,0.2433333333333333,0.23666666666666664,0.2833333333333333
0.4,1.0,0.2,0.5,0.5,0.5,0.34156502553198664,0.21666666666666665,0.22333333333333327,0.24,0.27
1.0,0.2,0.4,0.5,0.5,0.5,0.34156502553198664,0.24,0.2533333333333333,0.24,0.24333333333333332
1.0,0.4,0.2,0.5,0.5,0.5,0.34156502553198664,0.2333333333333333,0.23333333333333328,0.2033333333333333,0.28
0.2,0.6,0.6,0.5,0.5,0.5,0.19148542155126763,0.1,0.1,0.07333333333333333,0.08666666666666664
0.6,0.2,0.6,0.5,0.5,0.5,0.19148542155126763,0.09666666666666666,0.06333333333333332,0.06333333333333332,0.10333333333333332
0.6,0.6,0.2,0.5,0.5,0.5,0.19148542155126763,0.07666666666666666,0.08333333333333331,0.07999999999999999,0.07333333333333332
0.2,0.6,0.8,0.5,0.5,0.5,0.2516611478423583,0.17333333333333328,0.12666666666666665,0.12333333333333332,0.14666666666666667
0.2,0.8,0.6,0.5,0.5,0.5,0.2516611478423583,0.18,0.18333333333333332,0.12999999999999998,0.12333333333333334
0.6,0.2,0.8,0.5,0.5,0.5,0.2516611478423583,0.11333333333333334,0.14,0.14666666666666667,0.16333333333333333
0.6,0.8,0.2,0.5,0.5,0.5,0.2516611478423583,0.1466666666666667,0.15333333333333335,0.13666666666666666,0.13999999999999999
0.8,0.2,0.6,0.5,0.5,0.5,0.2516611478423583,0.11666666666666665,0.15,0.13,0.13666666666666666
0.8,0.6,0.2,0.5,0.5,0.5,0.2516611478423583,0.14666666666666667,0.15,0.12333333333333332,0.13999999999999999
0.2,0.6,1.0,0.5,0.5,0.5,0.34156502553198664,0.21999999999999992,0.26999999999999996,0.2766666666666666,0.24666666666666665
0.2,1.0,0.6,0.5,0.5,0.5,0.34156502553198664,0.23666666666666664,0.24999999999999997,0.24666666666666667,0.22333333333333333
0.6,0.2,1.0,0.5,0.5,0.5,0.34156502553198664,0.2366666666666666,0.2533333333333333,0.21666666666666665,0.22333333333333333
0.6,1.0,0.2,0.5,0.5,0.5,0.34156502553198664,0.2133333333333333,0.23333333333333328,0.2433333333333333,0.24666666666666662
1.0,0.2,0.6,0.5,0.5,0.5,0.34156502553198664,0.2433333333333333,0.2266666666666666,0.22999999999999995,0.22666666666666668
1.0,0.6,0.2,0.5,0.5,0.5,0.34156502553198664,0.25999999999999995,0.2333333333333333,0.21333333333333332,0.22666666666666666
0.2,0.8,0.8,0.5,0.5,0.5,0.30000000000000004,0.24666666666666665,0.16666666666666669,0.1833333333333333,0.21999999999999997
0.8,0.2,0.8,0.5,0.5,0.5,0.30000000000000004,0.2366666666666667,0.21666666666666662,0.17333333333333337,0.22333333333333327
0.8,0.8,0.2,0.5,0.5,0.5,0.30000000000000004,0.1833333333333333,0.21999999999999997,0.17999999999999997,0.21999999999999997
0.2,0.8,1.0,0.5,0.5,0.5,0.3785938897200183,0.32666666666666666,0.30666666666666664,0.3233333333333333,0.30666666666666664
0.2,1.0,0.8,0.5,0.5,0.5,0.3785938897200183,0.30999999999999994,0.2966666666666667,0.30333333333333334,0.2833333333333333
0.8,0.2,1.0,0.5,0.5,0.5,0.3785938897200183,0.27999999999999997,0.3400000000000001,0.32,0.33
0.8,1.0,0.2,0.5,0.5,0.5,0.3785938897200183,0.2933333333333333,0.30666666666666664,0.32333333333333336,0.31
1.0,0.2,0.8,0.5,0.5,0.5,0.3785938897200183,0.3,0.3133333333333333,0.26999999999999996,0.3133333333333333
1.0,0.8,0.2,0.5,0.5,0.5,0.3785938897200183,0.31666666666666665,0.32666666666666666,0.3233333333333333,0.30333333333333334
0.2,1.0,1.0,0.5,0.5,0.5,0.4434711565216691,0.4066666666666666,0.3833333333333333,0.36333333333333334,0.3933333333333332
1.0,0.2,1.0,0.5,0.5,0.5,0.4434711565216691,0.3833333333333333,0.37,0.38,0.43
1.0,1.0,0.2,0.5,0.5,0.5,0.4434711565216691,0.41333333333333333,0.38000000000000006,0.4233333333333333,0.4033333333333334
0.4,0.4,0.4,0.5,0.5,0.5,0.09999999999999998,0.006666666666666666,0.019999999999999997,0.02,0.039999999999999994
0.4,0.4,0.6,0.5,0.5,0.5,0.09999999999999998,0.013333333333333332,0.03333333333333333,0.02,0.016666666666666666
0.4,0.6,0.4,0.5,0.5,0.5,0.09999999999999998,0.03333333333333333,0.013333333333333332,0.019999999999999997,0.016666666666666666
0.6,0.4,0.4,0.5,0.5,0.5,0.09999999999999998,0.03,0.026666666666666665,0.02,0.03333333333333333
0.4,0.4,0.8,0.5,0.5,0.5,0.19148542155126766,0.05333333333333333,0.09666666666666666,0.08333333333333331,0.07333333333333332
0.4,0.8,0.4,0.5,0.5,0.5,0.19148542155126766,0.06666666666666665,0.09333333333333332,0.06,0.09666666666666666
0.8,0.4,0.4,0.5,0.5,0.5,0.19148542155126766,0.08333333333333331,0.08333333333333331,0.06999999999999999,0.07999999999999999
0.4,0.4,1.0,0.5,0.5,0.5,0.30000000000000004,0.18666666666666662,0.20333333333333328,0.16,0.21
0.4,1.0,0.4,0.5,0.5,0.5,0.30000000000000004,0.15333333333333332,0.17999999999999997,0.16,0.18666666666666662
1.0,0.4,0.4,0.5,0.5,0.5,0.30000000000000004,0.15666666666666665,0.17333333333333328,0.20333333333333328,0.17999999999999997
0.4,0.6,0.6,0.5,0.5,0.5,0.09999999999999998,0.02,0.03,0.03666666666666667,0.013333333333333332
0.6,0.4,0.6,0.5,0.5,0.5,0.09999999999999998,0.016666666666666666,0.03,0.03666666666666667,0.026666666666666665
0.6,0.6,0.4,0.5,0.5,0.5,0.09999999999999998,0.019999999999999997,0.013333333333333332,0.016666666666666666,0.026666666666666665
0.4,0.6,0.8,0.5,0.5,0.5,0.19148542155126766,0.08666666666666666,0.08666666666666666,0.07,0.07666666666666666
0.4,0.8,0.6,0.5,0.5,0.5,0.19148542155126766,0.07666666666666665,0.07666666666666665,0.04666666666666666,0.09333333333333332
0.6,0.4,0.8,0.5,0.5,0.5,0.19148542155126766,0.11666666666666665,0.07666666666666665,0.08333333333333334,0.1
0.6,0.8,0.4,0.5,0.5,0.5,0.19148542155126766,0.08333333333333331,0.09666666666666666,0.056666666666666664,0.06333333333333332
0.8,0.4,0.6,0.5,0.5,0.5,0.19148542155126766,0.07666666666666666,0.08333333333333331,0.08666666666666666,0.08666666666666666
0.8,0.6,0.4,0.5,0.5,0.5,0.19148542155126766,0.07666666666666666,0.09,0.08666666666666666,0.1
0.4,0.6,1.0,0.5,0.5,0.5,0.30000000000000004,0.16666666666666663,0.18666666666666665,0.1833333333333333,0.2033333333333333
0.4,1.0,0.6,0.5,0.5,0.5,0.30000000000000004,0.2033333333333333,0.16,0.18666666666666665,0.17999999999999997
0.6,0.4,1.0,0.5,0.5,0.5,0.30000000000000004,0.18333333333333332,0.18999999999999997,0.13,0.18999999999999997
0.6,1.0,0.4,0.5,0.5,0.5,0.30000000000000004,0.15666666666666665,0.19333333333333336,0.18999999999999997,0.16666666666666663
1.0,0.4,0.6,0.5,0.5,0.5,0.30000000000000004,0.17666666666666664,0.19999999999999996,0.19999999999999996,0.15666666666666668
1.0,0.6,0.4,0.5,0.5,0.5,0.30000000000000004,0.19666666666666666,0.21666666666666662,0.16,0.1833333333333333
0.4,0.8,0.8,0.5,0.5,0.5,0.2516611478423584,0.11666666666666665,0.14666666666666667,0.14,0.15999999999999998
0.8,0.4,0.8,0.5,0.5,0.5,0.2516611478423584,0.11333333333333333,0.14,0.13333333333333333,0.16333333333333333
0.8,0.8,0.4,0.5,0.5,0.5,0.2516611478423584,0.15,0.16999999999999996,0.14333333333333334,0.1733333333333333
0.4,0.8,1.0,0.5,0.5,0.5,0.34156502553198664,0.24333333333333332,0.2733333333333333,0.21666666666666665,0.24
0.4,1.0,0.8,0.5,0.5,0.5,0.34156502553198664,0.2566666666666666,0.25,0.21666666666666662,0.21999999999999997
0.8,0.4,1.0,0.5,0.5,0.5,0.34156502553198664,0.22666666666666666,0.21,0.21666666666666665,0.2633333333333333
0.8,1.0,0.4,0.5,0.5,0.5,0.34156502553198664,0.2033333333333333,0.2366666666666666,0.25,0.23
1.0,0.4,0.8,0.5,0.5,0.5,0.34156502553198664,0.23999999999999996,0.23999999999999996,0.26999999999999996,0.22999999999999995
1.0,0.8,0.4,0.5,0.5,0.5,0.34156502553198664,0.22333333333333327,0.26666666666666666,0.25999999999999995,0.2133333333333333
0.4,1.0,1.0,0.5,0.5,0.5,0.41231056256176607,0.33000000000000007,0.36,0.33666666666666667,0.34
1.0,0.4,1.0,0.5,0.5,0.5,0.41231056256176607,0.37,0.36666666666666664,0.36333333333333334,0.30333333333333334
1.0,1.0,0.4,0.5,0.5,0.5,0.41231056256176607,0.33,0.3633333333333333,0.36,0.3366666666666667
0.6,0.6,0.6,0.5,0.5,0.5,0.09999999999999998,0.02333333333333333,0.026666666666666665,0.02333333333333333,0.019999999999999997
0.6,0.6,0.8,0.5,0.5,0.5,0.19148542155126766,0.09666666666666668,0.09333333333333332,0.07666666666666666,0.1
0.6,0.8,0.6,0.5,0.5,0.5,0.19148542155126766,0.08,0.09333333333333334,0.08333333333333331,0.06333333333333332
0.8,0.6,0.6,0.5,0.5,0.5,0.19148542155126766,0.09999999999999998,0.07666666666666666,0.10333333333333333,0.08333333333333331
0.6,0.6,1.0,0.5,0.5,0.5,0.30000000000000004,0.16666666666666663,0.17999999999999997,0.18666666666666668,0.19333333333333336
0.6,1.0,0.6,0.5,0.5,0.5,0.30000000000000004,0.2133333333333333,0.19666666666666666,0.15333333333333335,0.18
1.0,0.6,0.6,0.5,0.5,0.5,0.30000000000000004,0.1766666666666666,0.2,0.17666666666666664,0.14333333333333334
0.6,0.8,0.8,0.5,0.5,0.5,0.2516611478423584,0.14666666666666667,0.13333333333333333,0.11,0.10666666666666666
0.8,0.6,0.8,0.5,0.5,0.5,0.2516611478423584,0.13333333333333333,0.15,0.12666666666666665,0.13666666666666666
0.8,0.8,0.6,0.5,0.5,0.5,0.2516611478423584,0.14,0.14,0.16333333333333333,0.13666666666666663
0.6,0.8,1.0,0.5,0.5,0.5,0.34156502553198664,0.27,0.23,0.19666666666666666,0.22333333333333333
0.6,1.0,0.8,0.5,0.5,0.5,0.34156502553198664,0.23333333333333336,0.22999999999999995,0.24999999999999997,0.24999999999999997
0.8,0.6,1.0,0.5,0.5,0.5,0.34156502553198664,0.22666666666666666,0.2333333333333333,0.21999999999999997,0.2033333333333333
0.8,1.0,0.6,0.5,0.5,0.5,0.34156502553198664,0.2633333333333333,0.22333333333333327,0.27999999999999997,0.23666666666666664
1.0,0.6,0.8,0.5,0.5,0.5,0.34156502553198664,0.24666666666666665,0.2333333333333333,0.22333333333333333,0.24333333333333332
1.0,0.8,0.6,0.5,0.5,0.5,0.34156502553198664,0.25999999999999995,0.25666666666666665,0.2766666666666666,0.2533333333333333
0.6,1.0,1.0,0.5,0.5,0.5,0.41231056256176607,0.3233333333333333,0.3433333333333334,0.33,0.3033333333333333
1.0,0.6,1.0,0.5,0.5,0.5,0.41231056256176607,0.30333333333333334,0.34333333333333343,0.3500000000000001,0.33666666666666667
1.0,1.0,0.6,0.5,0.5,0.5,0.41231056256176607,0.32666666666666666,0.33666666666666667,0.29666666666666663,0.31666666666666665
0.8,0.8,0.8,0.5,0.5,0.5,0.30000000000000004,0.23999999999999996,0.22,0.18999999999999997,0.18333333333333332
0.8,0.8,1.0,0.5,0.5,0.5,0.3785938897200183,0.36,0.27,0.30666666666666664,0.3
